#! FIELDS chi projection
#! SET min_chi -pi
#! SET max_chi pi
#! SET nbins_chi  51
#! SET periodic_chi true
   -3.141592654  -73.596368580
   -3.018392942  -75.386041536
   -2.895193230  -76.786116304
   -2.771993518  -78.002035217
   -2.648793806  -79.158618213
   -2.525594094  -80.080977191
   -2.402394382  -80.515097056
   -2.279194670  -80.406347103
   -2.155994958  -79.853785566
   -2.032795246  -78.993663728
   -1.909595535  -77.940099271
   -1.786395823  -76.804773343
   -1.663196111  -75.719626349
   -1.539996399  -74.767340007
   -1.416796687  -73.916513841
   -1.293596975  -72.991737949
   -1.170397263  -71.746782316
   -1.047197551  -69.933712155
   -0.923997839  -67.327731633
   -0.800798127  -63.803119184
   -0.677598415  -59.502061236
   -0.554398704  -54.904682136
   -0.431198992  -50.714052641
   -0.307999280  -47.651827161
   -0.184799568  -46.269991498
   -0.061599856  -46.836013977
    0.061599856  -49.252663697
    0.184799568  -53.179452213
    0.307999280  -58.181870076
    0.431198992  -63.675973565
    0.554398704  -68.965228731
    0.677598415  -73.431489862
    0.800798127  -76.624160811
    0.923997839  -78.297104241
    1.047197551  -78.453868244
    1.170397263  -77.372060554
    1.293596975  -75.525952787
    1.416796687  -73.405014004
    1.539996399  -71.320204466
    1.663196111  -69.383287145
    1.786395823  -67.639233785
    1.909595535  -66.155415221
    2.032795246  -65.003891505
    2.155994958  -64.252097909
    2.279194670  -63.943356636
    2.402394382  -64.106789618
    2.525594094  -64.718022228
    2.648793806  -65.740985110
    2.771993518  -67.206161694
    2.895193230  -69.160621648
    3.018392942  -71.425028036
