#! FIELDS chi projection
#! SET min_chi -pi
#! SET max_chi pi
#! SET nbins_chi  51
#! SET periodic_chi true
   -3.141592654  -84.318700444
   -3.018392942  -86.283653787
   -2.895193230  -87.812527016
   -2.771993518  -89.085221903
   -2.648793806  -90.215040559
   -2.525594094  -91.068549453
   -2.402394382  -91.445554448
   -2.279194670  -91.306923512
   -2.155994958  -90.744381984
   -2.032795246  -89.887741073
   -1.909595535  -88.849333932
   -1.786395823  -87.736597227
   -1.663196111  -86.670059085
   -1.539996399  -85.716072073
   -1.416796687  -84.833489073
   -1.293596975  -83.865734677
   -1.170397263  -82.615587307
   -1.047197551  -80.852125846
   -0.923997839  -78.287900544
   -0.800798127  -74.704868392
   -0.677598415  -70.187541840
   -0.554398704  -65.227485496
   -0.431198992  -60.626267509
   -0.307999280  -57.253391023
   -0.184799568  -55.740650095
   -0.061599856  -56.308932163
    0.061599856  -58.760005907
    0.184799568  -62.690368361
    0.307999280  -67.628811916
    0.431198992  -72.967359300
    0.554398704  -78.032448111
    0.677598415  -82.274924313
    0.800798127  -85.317141433
    0.923997839  -86.954937718
    1.047197551  -87.192402949
    1.170397263  -86.280741358
    1.293596975  -84.658297343
    1.416796687  -82.774088007
    1.539996399  -80.902518604
    1.663196111  -79.129993866
    1.786395823  -77.493158603
    1.909595535  -76.063034761
    2.032795246  -74.936657130
    2.155994958  -74.218461727
    2.279194670  -73.979314748
    2.402394382  -74.245419992
    2.525594094  -74.958848043
    2.648793806  -76.050471757
    2.771993518  -77.549699276
    2.895193230  -79.560106607
    3.018392942  -81.960986540
