#! FIELDS chi projection
#! SET min_chi -pi
#! SET max_chi pi
#! SET nbins_chi  51
#! SET periodic_chi true
   -3.141592654  -69.073444602
   -3.018392942  -71.108449452
   -2.895193230  -72.883112315
   -2.771993518  -74.439847636
   -2.648793806  -75.775971845
   -2.525594094  -76.839252342
   -2.402394382  -77.533570250
   -2.279194670  -77.762284436
   -2.155994958  -77.517938463
   -2.032795246  -76.917775073
   -1.909595535  -76.112571461
   -1.786395823  -75.207692758
   -1.663196111  -74.261167127
   -1.539996399  -73.277026671
   -1.416796687  -72.181582022
   -1.293596975  -70.807638087
   -1.170397263  -68.935614085
   -1.047197551  -66.371481660
   -0.923997839  -63.013652514
   -0.800798127  -58.912255678
   -0.677598415  -54.350770859
   -0.554398704  -49.873020030
   -0.431198992  -46.200995148
   -0.307999280  -43.961866454
   -0.184799568  -43.426853063
   -0.061599856  -44.538378237
    0.061599856  -47.088461797
    0.184799568  -50.894593803
    0.307999280  -55.763469107
    0.431198992  -61.258038191
    0.554398704  -66.599003898
    0.677598415  -71.041660355
    0.800798127  -74.114237909
    0.923997839  -75.599654301
    1.047197551  -75.518684287
    1.170397263  -74.189905152
    1.293596975  -72.130432512
    1.416796687  -69.813636085
    1.539996399  -67.514217030
    1.663196111  -65.371095141
    1.786395823  -63.473762507
    1.909595535  -61.848338649
    2.032795246  -60.479005406
    2.155994958  -59.384896699
    2.279194670  -58.720238997
    2.402394382  -58.704513516
    2.525594094  -59.402155195
    2.648793806  -60.688687726
    2.771993518  -62.422853089
    2.895193230  -64.518729561
    3.018392942  -66.818576246
